word,reading,meaning,level,language,source
付け加える,つけくわえる,to add one thing to another,N1,ja,JLPT (open-anki-jlpt-decks)
告げる,つげる,to inform,N1,ja,JLPT (open-anki-jlpt-decks)
つじつま (はなしの～),つじつま (はなしの～),"coherence, consistency",N1,ja,JLPT (open-anki-jlpt-decks)
筒,つつ,"pipe, tube",N1,ja,JLPT (open-anki-jlpt-decks)
突く,つつく,"to thrust, to strike, to attack; to poke, to nudge, to pick at",N1,ja,JLPT (open-anki-jlpt-decks)
突っ突く,つっつく,to prompt someone,N1,ja,JLPT (open-anki-jlpt-decks)
謹む,つつしむ,"to be careful, to be chaste or discreet",N1,ja,JLPT (open-anki-jlpt-decks)
突っ張る,つっぱる,"to support, to become stiff; to thrust (ones opponent), to stick to (ones opinion), to insist on",N1,ja,JLPT (open-anki-jlpt-decks)
務まる,つとまる,"be equal, be fit",N1,ja,JLPT (open-anki-jlpt-decks)
勤め先,つとめさき,place of work,N1,ja,JLPT (open-anki-jlpt-decks)
努めて,つとめて,"make an effort!, work hard!",N1,ja,JLPT (open-anki-jlpt-decks)
津波,つなみ,"tsunami, tidal wave",N1,ja,JLPT (open-anki-jlpt-decks)
つねる,つねる,to pinch,N1,ja,JLPT (open-anki-jlpt-decks)
角,つの,horn,N1,ja,JLPT (open-anki-jlpt-decks)
募る,つのる,"to invite, to solicit help, participation, etc",N1,ja,JLPT (open-anki-jlpt-decks)
唾,つば,"saliva, spit, sputum",N1,ja,JLPT (open-anki-jlpt-decks)
呟く,つぶやく,"to mutter, to murmur",N1,ja,JLPT (open-anki-jlpt-decks)
つぶら,つぶら,"round, rotund",N1,ja,JLPT (open-anki-jlpt-decks)
つぶる (めを～),つぶる (めを～),to close the eyes,N1,ja,JLPT (open-anki-jlpt-decks)
壷,つぼ,"jar, pot, vase",N1,ja,JLPT (open-anki-jlpt-decks)
蕾,つぼみ,"bud, flower bud",N1,ja,JLPT (open-anki-jlpt-decks)
連なる,つらなる,"to extend, to stretch out, to stand in a row",N1,ja,JLPT (open-anki-jlpt-decks)
貫く,つらぬく,to go through,N1,ja,JLPT (open-anki-jlpt-decks)
連ねる,つらねる,"to link, to join, to put together",N1,ja,JLPT (open-anki-jlpt-decks)
釣り鐘,つりがね,temple bell (for striking),N1,ja,JLPT (open-anki-jlpt-decks)
吊り革,つりかわ,strap,N1,ja,JLPT (open-anki-jlpt-decks)
手当,てあて,"allowance, compensation; treatment",N1,ja,JLPT (open-anki-jlpt-decks)
定義,ていぎ,definition,N1,ja,JLPT (open-anki-jlpt-decks)
提供,ていきょう,"offer, program sponsoring",N1,ja,JLPT (open-anki-jlpt-decks)
提携,ていけい,"cooperation, tie-up, joint business",N1,ja,JLPT (open-anki-jlpt-decks)
体裁,ていさい,"decency, style, form, appearance",N1,ja,JLPT (open-anki-jlpt-decks)
提示,ていじ,"presentation, exhibit, suggest, citation",N1,ja,JLPT (open-anki-jlpt-decks)
ティシュペーパー,ティシュペーパー,tissue,N1,ja,JLPT (open-anki-jlpt-decks)
定食,ていしょく,"fixed-price lunch, set meal, dinner",N1,ja,JLPT (open-anki-jlpt-decks)
訂正,ていせい,"correction, revision",N1,ja,JLPT (open-anki-jlpt-decks)
停滞,ていたい,"stagnation, tie-up, congestion, retention",N1,ja,JLPT (open-anki-jlpt-decks)
邸宅,ていたく,"mansion, residence",N1,ja,JLPT (open-anki-jlpt-decks)
定年,ていねん,retirement age,N1,ja,JLPT (open-anki-jlpt-decks)
堤防,ていぼう,"bank, weir",N1,ja,JLPT (open-anki-jlpt-decks)
手遅れ,ておくれ,being (too); belated treatment,N1,ja,JLPT (open-anki-jlpt-decks)
でかい,でかい,huge,N1,ja,JLPT (open-anki-jlpt-decks)
手掛かり,てがかり,"hint, clue, key",N1,ja,JLPT (open-anki-jlpt-decks)
手掛ける,てがける,"to handle, to manage, to work with",N1,ja,JLPT (open-anki-jlpt-decks)
手数,てかず,"trouble, labor, handling",N1,ja,JLPT (open-anki-jlpt-decks)
手軽,てがる,"easy, simple, cheap",N1,ja,JLPT (open-anki-jlpt-decks)
適応,てきおう,"adaptation, accommodation, conformity",N1,ja,JLPT (open-anki-jlpt-decks)
適宜,てきぎ,suitability,N1,ja,JLPT (open-anki-jlpt-decks)
適性,てきせい,aptitude,N1,ja,JLPT (open-anki-jlpt-decks)
できもの,できもの,"boil, rash",N1,ja,JLPT (open-anki-jlpt-decks)
手際,てぎわ,"performance, skill, tact",N1,ja,JLPT (open-anki-jlpt-decks)
出くわす,でくわす,"to happen to meet, to come across",N1,ja,JLPT (open-anki-jlpt-decks)
手順,てじゅん,"process, procedure, protocol",N1,ja,JLPT (open-anki-jlpt-decks)
手錠,てじょう,"handcuffs, manacles",N1,ja,JLPT (open-anki-jlpt-decks)
手数,てすう,"trouble, labor, handling",N1,ja,JLPT (open-anki-jlpt-decks)
デコレーション,デコレーション,decoration,N1,ja,JLPT (open-anki-jlpt-decks)
手近,てぢか,"near, handy, familiar",N1,ja,JLPT (open-anki-jlpt-decks)
てっきり,てっきり,"surely, certainly, beyond doubt",N1,ja,JLPT (open-anki-jlpt-decks)
鉄鋼,てっこう,iron and steel,N1,ja,JLPT (open-anki-jlpt-decks)
デッサン,デッサン,rough sketch (FRE: dessin),N1,ja,JLPT (open-anki-jlpt-decks)
徹する,てっする,"to devote oneself, to believe in",N1,ja,JLPT (open-anki-jlpt-decks)
てっぺん,てっぺん,"top, summit, apex",N1,ja,JLPT (open-anki-jlpt-decks)
鉄棒,てつぼう,"iron rod, crowbar, horizontal bar (gymnastics)",N1,ja,JLPT (open-anki-jlpt-decks)
出直し,でなおし,"adjustment, touch up",N1,ja,JLPT (open-anki-jlpt-decks)
掌,てのひら,the palm,N1,ja,JLPT (open-anki-jlpt-decks)
手配,てはい,"arrangement, search (by police)",N1,ja,JLPT (open-anki-jlpt-decks)
手筈,てはず,"arrangement, plan, program",N1,ja,JLPT (open-anki-jlpt-decks)
手引,てびき,"guidance, guide, introduction",N1,ja,JLPT (open-anki-jlpt-decks)
手本,てほん,"model, pattern",N1,ja,JLPT (open-anki-jlpt-decks)
手回し,てまわし,"preparations, arrangements",N1,ja,JLPT (open-anki-jlpt-decks)
手元,てもと,"(money) on hand or at home, one's purse; usual skill",N1,ja,JLPT (open-anki-jlpt-decks)
デモンストレーション,デモンストレーション,demonstration,N1,ja,JLPT (open-anki-jlpt-decks)
照り返す,てりかえす,"to reflect, to throw back light",N1,ja,JLPT (open-anki-jlpt-decks)
テレックス,テレックス,"telex, teletypewriter exchange",N1,ja,JLPT (open-anki-jlpt-decks)
手分け,てわけ,division of labor,N1,ja,JLPT (open-anki-jlpt-decks)
天,てん,"heaven, sky",N1,ja,JLPT (open-anki-jlpt-decks)
田園,でんえん,"country, rural districts",N1,ja,JLPT (open-anki-jlpt-decks)
天下,てんか,"the world, whole country",N1,ja,JLPT (open-anki-jlpt-decks)
転回,てんかい,"revolution, rotation",N1,ja,JLPT (open-anki-jlpt-decks)
連休,れんきゅう,consecutive holidays,N1,ja,JLPT (open-anki-jlpt-decks)
レンジ,レンジ,"range, stove",N1,ja,JLPT (open-anki-jlpt-decks)
連日,れんじつ,every day,N1,ja,JLPT (open-anki-jlpt-decks)
連帯,れんたい,solidarity,N1,ja,JLPT (open-anki-jlpt-decks)
レンタカー,レンタカー,rented car,N1,ja,JLPT (open-anki-jlpt-decks)
連中,れんちゅう,"colleagues, company, a lot",N1,ja,JLPT (open-anki-jlpt-decks)
レントゲン,レントゲン,X-ray (lit: Roentgen),N1,ja,JLPT (open-anki-jlpt-decks)
連邦,れんぽう,"commonwealth, federation of states",N1,ja,JLPT (open-anki-jlpt-decks)
連盟,れんめい,"league, union, alliance",N1,ja,JLPT (open-anki-jlpt-decks)
老衰,ろうすい,"senility, senile decay",N1,ja,JLPT (open-anki-jlpt-decks)
朗読,ろうどく,"reading aloud, recitation",N1,ja,JLPT (open-anki-jlpt-decks)
浪費,ろうひ,"waste, extravagance",N1,ja,JLPT (open-anki-jlpt-decks)
労力,ろうりょく,"labor, effort, trouble",N1,ja,JLPT (open-anki-jlpt-decks)
ロープウエイ,ロープウエイ,"ropeway, aerial tram",N1,ja,JLPT (open-anki-jlpt-decks)
ロープ,ロープ,rope,N1,ja,JLPT (open-anki-jlpt-decks)
ろくな,ろくな,"satisfactory, decent",N1,ja,JLPT (open-anki-jlpt-decks)
露骨,ろこつ,"blunt, outspoken; conspicuous; broad, suggestive",N1,ja,JLPT (open-anki-jlpt-decks)
ロマンチック,ロマンチック,romantic,N1,ja,JLPT (open-anki-jlpt-decks)
論議,ろんぎ,discussion,N1,ja,JLPT (open-anki-jlpt-decks)
論理,ろんり,logic,N1,ja,JLPT (open-anki-jlpt-decks)
惑星,わくせい,planet,N1,ja,JLPT (open-anki-jlpt-decks)
技,わざ,"art, technique",N1,ja,JLPT (open-anki-jlpt-decks)
わざわざ,わざわざ,"take the trouble (to do), doing something especially rather than incidentally",N1,ja,JLPT (open-anki-jlpt-decks)
煩わしい,わずらわしい,"burdensome, troublesome, complicated",N1,ja,JLPT (open-anki-jlpt-decks)
渡り鳥,わたりどり,"migratory bird, bird of passage",N1,ja,JLPT (open-anki-jlpt-decks)
ワット,ワット,watt,N1,ja,JLPT (open-anki-jlpt-decks)
詫び,わび,apology,N1,ja,JLPT (open-anki-jlpt-decks)
和文,わぶん,"Japanese text, sentence in Japanese",N1,ja,JLPT (open-anki-jlpt-decks)
藁,わら,straw,N1,ja,JLPT (open-anki-jlpt-decks)
～割,～わり,~ percent,N1,ja,JLPT (open-anki-jlpt-decks)
割当,わりあて,"allotment, allocation, quota",N1,ja,JLPT (open-anki-jlpt-decks)
割込む,わりこむ,"to cut in, to disturb",N1,ja,JLPT (open-anki-jlpt-decks)
悪者,わるもの,"bad fellow, rascal",N1,ja,JLPT (open-anki-jlpt-decks)
我,われ,"me, oneself, self, ego",N1,ja,JLPT (open-anki-jlpt-decks)
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance",N1,ja,JLPT (open-anki-jlpt-decks)
はかない,はかない,"short-lived, momentary, ephemeral",N1,ja,JLPT (open-anki-jlpt-decks)
ばかばかしい,ばかばかしい,stupid,N1,ja,JLPT (open-anki-jlpt-decks)
破棄,はき,"revocation, annulment, breaking (e.g., treaty)",N1,ja,JLPT (open-anki-jlpt-decks)
剥ぐ,はぐ,"to tear off, to peel off, to rip off",N1,ja,JLPT (open-anki-jlpt-decks)
迫害,はくがい,persecution,N1,ja,JLPT (open-anki-jlpt-decks)
薄弱,はくじゃく,"feebleness, weakness, weak",N1,ja,JLPT (open-anki-jlpt-decks)
白状,はくじょう,confession,N1,ja,JLPT (open-anki-jlpt-decks)
漠然,ばくぜん,"obscure, vague, equivocal",N1,ja,JLPT (open-anki-jlpt-decks)
爆弾,ばくだん,bomb,N1,ja,JLPT (open-anki-jlpt-decks)
爆破,ばくは,"blast, explosion, blow up",N1,ja,JLPT (open-anki-jlpt-decks)
暴露,ばくろ,"disclosure, exposure, revelation",N1,ja,JLPT (open-anki-jlpt-decks)
励ます,はげます,"to encourage, to cheer, to raise (the voice)",N1,ja,JLPT (open-anki-jlpt-decks)
励む,はげむ,"to be zealous, to make an effort",N1,ja,JLPT (open-anki-jlpt-decks)
剥げる,はげる,"to come off, to be worn off, to fade, to discolor",N1,ja,JLPT (open-anki-jlpt-decks)
化ける,ばける,"to disguise, to take the form of",N1,ja,JLPT (open-anki-jlpt-decks)
派遣,はけん,"dispatch, send",N1,ja,JLPT (open-anki-jlpt-decks)
恥,はじ,"shame, embarrassment",N1,ja,JLPT (open-anki-jlpt-decks)
弾く,はじく,"to play (piano, guitar)",N1,ja,JLPT (open-anki-jlpt-decks)
パジャマ,パジャマ,pajamas,N1,ja,JLPT (open-anki-jlpt-decks)
恥じらう,はじらう,"to feel shy, to be bashful, to blush",N1,ja,JLPT (open-anki-jlpt-decks)
恥じる,はじる,to feel ashamed,N1,ja,JLPT (open-anki-jlpt-decks)
橋渡し,はしわたし,"bridge building', mediation",N1,ja,JLPT (open-anki-jlpt-decks)
弾む,はずむ,"to bounce, to be encouraged, to splurge on",N1,ja,JLPT (open-anki-jlpt-decks)
破損,はそん,damage,N1,ja,JLPT (open-anki-jlpt-decks)
叩く,はたく,"to strike, to clap, to dust, to beat",N1,ja,JLPT (open-anki-jlpt-decks)
裸足,はだし,barefoot,N1,ja,JLPT (open-anki-jlpt-decks)
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve",N1,ja,JLPT (open-anki-jlpt-decks)
蜂蜜,はちみつ,honey,N1,ja,JLPT (open-anki-jlpt-decks)
パチンコ,パチンコ,pachinko (Japanese pinball),N1,ja,JLPT (open-anki-jlpt-decks)
罰,ばつ,"punishment, penalty",N1,ja,JLPT (open-anki-jlpt-decks)
発育,はついく,"(physical) growth, development",N1,ja,JLPT (open-anki-jlpt-decks)
発芽,はつが,germination,N1,ja,JLPT (open-anki-jlpt-decks)
発掘,はっくつ,"excavation, exhumation; discovery (e.g., new talent)",N1,ja,JLPT (open-anki-jlpt-decks)
発言,はつげん,"utterance, speech, proposal",N1,ja,JLPT (open-anki-jlpt-decks)
バッジ,バッジ,badge,N1,ja,JLPT (open-anki-jlpt-decks)
発生,はっせい,"outbreak, spring forth, occurrence",N1,ja,JLPT (open-anki-jlpt-decks)
仕立てる,したてる,"to tailor, to make, to prepare",N1,ja,JLPT (open-anki-jlpt-decks)
下取り,したどり,"trade in, part exchange",N1,ja,JLPT (open-anki-jlpt-decks)
下火,したび,"burning low, waning, declining",N1,ja,JLPT (open-anki-jlpt-decks)
実,じつ,"fruit, good result",N1,ja,JLPT (open-anki-jlpt-decks)
実家,じっか,(one's parents') home,N1,ja,JLPT (open-anki-jlpt-decks)
失格,しっかく,"disqualification, elimination, incapacity (legal)",N1,ja,JLPT (open-anki-jlpt-decks)
質疑,しつぎ,question,N1,ja,JLPT (open-anki-jlpt-decks)
失脚,しっきゃく,"losing one's standing, being overthrown, falling",N1,ja,JLPT (open-anki-jlpt-decks)
実業家,じつぎょうか,"industrialist, businessman",N1,ja,JLPT (open-anki-jlpt-decks)
シック,シック,chic,N1,ja,JLPT (open-anki-jlpt-decks)
じっくり,じっくり,"deliberately, carefully",N1,ja,JLPT (open-anki-jlpt-decks)
躾,しつけ,"discipline, training",N1,ja,JLPT (open-anki-jlpt-decks)
躾ける,しつける,"to discipline, to teach manners",N1,ja,JLPT (open-anki-jlpt-decks)
実践,じっせん,"practice, put into practice",N1,ja,JLPT (open-anki-jlpt-decks)
質素,しっそ,"simplicity, modesty, frugality",N1,ja,JLPT (open-anki-jlpt-decks)
実態,じったい,"truth, fact",N1,ja,JLPT (open-anki-jlpt-decks)
失調,しっちょう,"lack of harmony, imbalance",N1,ja,JLPT (open-anki-jlpt-decks)
嫉妬,しっと,jealousy,N1,ja,JLPT (open-anki-jlpt-decks)
実費,じっぴ,"actual expense, cost price",N1,ja,JLPT (open-anki-jlpt-decks)
指摘,してき,"pointing out, identification",N1,ja,JLPT (open-anki-jlpt-decks)
自転,じてん,"rotation, spin",N1,ja,JLPT (open-anki-jlpt-decks)
助動詞,じょどうし,auxiliary verb,N1,ja,JLPT (open-anki-jlpt-decks)
淑やか,しとやか,graceful,N1,ja,JLPT (open-anki-jlpt-decks)
萎びる,しなびる,"to shrivel, to fade",N1,ja,JLPT (open-anki-jlpt-decks)
シナリオ,シナリオ,scenario,N1,ja,JLPT (open-anki-jlpt-decks)
しなやか,しなやか,"supple, flexible, elastic",N1,ja,JLPT (open-anki-jlpt-decks)
屎尿,しにょう,human waste,N1,ja,JLPT (open-anki-jlpt-decks)
地主,じぬし,landlord,N1,ja,JLPT (open-anki-jlpt-decks)
凌ぐ,しのぐ,"to outdo, to surpass; to endure",N1,ja,JLPT (open-anki-jlpt-decks)
芝,しば,lawn,N1,ja,JLPT (open-anki-jlpt-decks)
始発,しはつ,first train,N1,ja,JLPT (open-anki-jlpt-decks)
耳鼻科,じびか,otolaryngology,N1,ja,JLPT (open-anki-jlpt-decks)
私物,しぶつ,"private property, personal effects",N1,ja,JLPT (open-anki-jlpt-decks)
しぶとい,しぶとい,"tenacious, stubborn",N1,ja,JLPT (open-anki-jlpt-decks)
司法,しほう,administration of justice,N1,ja,JLPT (open-anki-jlpt-decks)
始末,しまつ,disposal; cleaning up afterwards,N1,ja,JLPT (open-anki-jlpt-decks)
染みる,しみる,to soak; pierce,N1,ja,JLPT (open-anki-jlpt-decks)
使命,しめい,"mission, errand, message",N1,ja,JLPT (open-anki-jlpt-decks)
地元,じもと,local,N1,ja,JLPT (open-anki-jlpt-decks)
視野,しや,"field of vision, outlook",N1,ja,JLPT (open-anki-jlpt-decks)
弱,じゃく,"delicate, supple",N1,ja,JLPT (open-anki-jlpt-decks)
社交,しゃこう,social life,N1,ja,JLPT (open-anki-jlpt-decks)
ジャズ,ジャズ,jazz,N1,ja,JLPT (open-anki-jlpt-decks)
謝絶,しゃぜつ,refusal,N1,ja,JLPT (open-anki-jlpt-decks)
社宅,しゃたく,company owned house,N1,ja,JLPT (open-anki-jlpt-decks)
若干,じゃっかん,"some, few, number of",N1,ja,JLPT (open-anki-jlpt-decks)
三味線,しゃみせん,three-stringed Japanese guitar,N1,ja,JLPT (open-anki-jlpt-decks)
斜面,しゃめん,"slope, slanting surface, bevel",N1,ja,JLPT (open-anki-jlpt-decks)
砂利,じゃり,"gravel, ballast, pebbles",N1,ja,JLPT (open-anki-jlpt-decks)
洒落る,しゃれる,"to joke, to play on words; stylish",N1,ja,JLPT (open-anki-jlpt-decks)
ジャンパー,ジャンパー,"jacket, jumper",N1,ja,JLPT (open-anki-jlpt-decks)
ジャンプ,ジャンプ,jump,N1,ja,JLPT (open-anki-jlpt-decks)
ジャンボ,ジャンボ,jumbo,N1,ja,JLPT (open-anki-jlpt-decks)
ジャンル,ジャンル,genre,N1,ja,JLPT (open-anki-jlpt-decks)
主,しゅ,"owner, master, god",N1,ja,JLPT (open-anki-jlpt-decks)
種,しゅ,seed; variety,N1,ja,JLPT (open-anki-jlpt-decks)
私有,しゆう,private ownership,N1,ja,JLPT (open-anki-jlpt-decks)
～宗,～しゅう,sect,N1,ja,JLPT (open-anki-jlpt-decks)
収益,しゅうえき,"earnings, proceeds, returns",N1,ja,JLPT (open-anki-jlpt-decks)
修学,しゅうがく,learning,N1,ja,JLPT (open-anki-jlpt-decks)
周期,しゅうき,"cycle, period",N1,ja,JLPT (open-anki-jlpt-decks)
衆議院,しゅうぎいん,"Lower House, House of Representatives",N1,ja,JLPT (open-anki-jlpt-decks)
就業,しゅうぎょう,"employment, starting work",N1,ja,JLPT (open-anki-jlpt-decks)
従業員,じゅうぎょういん,"employee, worker",N1,ja,JLPT (open-anki-jlpt-decks)
集計,しゅうけい,"totalization, aggregate",N1,ja,JLPT (open-anki-jlpt-decks)
襲撃,しゅうげき,"attack, charge, raid",N1,ja,JLPT (open-anki-jlpt-decks)
収支,しゅうし,income and expenditure,N1,ja,JLPT (open-anki-jlpt-decks)
終始,しゅうし,from beginning to end; consistent(ly),N1,ja,JLPT (open-anki-jlpt-decks)
修士,しゅうし,Masters degree program,N1,ja,JLPT (open-anki-jlpt-decks)
従事,じゅうじ,"engaging, pursuing, following",N1,ja,JLPT (open-anki-jlpt-decks)
終日,しゅうじつ,all day,N1,ja,JLPT (open-anki-jlpt-decks)
充実,じゅうじつ,"fullness, perfection",N1,ja,JLPT (open-anki-jlpt-decks)
収集,しゅうしゅう,"gathering up, collection",N1,ja,JLPT (open-anki-jlpt-decks)
十字路,じゅうじろ,crossroads,N1,ja,JLPT (open-anki-jlpt-decks)
執着,しゅうじゃく,"attachment, adhesion, tenacity",N1,ja,JLPT (open-anki-jlpt-decks)
執着,しゅうちゃく,"attachment, adhesion, tenacity",N1,ja,JLPT (open-anki-jlpt-decks)
柔軟,じゅうなん,flexible,N1,ja,JLPT (open-anki-jlpt-decks)
重複,じゅうふく,"duplication, repetition, overlapping",N1,ja,JLPT (open-anki-jlpt-decks)
収容,しゅうよう,accommodation; seating; custody,N1,ja,JLPT (open-anki-jlpt-decks)
従来,じゅうらい,"up to now, so far, traditional",N1,ja,JLPT (open-anki-jlpt-decks)
守衛,しゅえい,"security guard, doorkeeper",N1,ja,JLPT (open-anki-jlpt-decks)
主演,しゅえん,"starring, playing the leading part",N1,ja,JLPT (open-anki-jlpt-decks)
主観,しゅかん,"subjectivity, subject, ego",N1,ja,JLPT (open-anki-jlpt-decks)
修行,しゅぎょう,"pursuit of knowledge, training, ascetic practice",N1,ja,JLPT (open-anki-jlpt-decks)
塾,じゅく,after-school (cram) school,N1,ja,JLPT (open-anki-jlpt-decks)
祝賀,しゅくが,"celebration, congratulations",N1,ja,JLPT (open-anki-jlpt-decks)
宿命,しゅくめい,"fate, destiny, predestination",N1,ja,JLPT (open-anki-jlpt-decks)
手芸,しゅげい,handicrafts,N1,ja,JLPT (open-anki-jlpt-decks)
主権,しゅけん,sovereignty,N1,ja,JLPT (open-anki-jlpt-decks)
主催,しゅさい,"organization, sponsorship, to host",N1,ja,JLPT (open-anki-jlpt-decks)
取材,しゅざい,"coverage, collecting data",N1,ja,JLPT (open-anki-jlpt-decks)
